4.761030171264965105e+01,-1.223414920448014982e+02
4.761039626803335523e+01,-1.223413306469150541e+02
4.761217552664338371e+01,-1.223446629289675798e+02
4.761229497603937943e+01,-1.223445138813980009e+02
4.761437331827415420e+01,-1.223483855540770264e+02
4.761449094345636013e+01,-1.223482334143246248e+02
4.761658463998153223e+01,-1.223521321692056745e+02
4.761671090663425332e+01,-1.223519638353513841e+02
4.761726786213925777e+01,-1.223532779821772465e+02
4.761738921714932360e+01,-1.223531321574345299e+02
4.761558514542029741e+01,-1.223484389012181737e+02
4.761569634200711931e+01,-1.223483005240531298e+02
4.761667804281798766e+01,-1.223502991431972191e+02
4.761679414034530566e+01,-1.223501382539759703e+02
4.761785729355490560e+01,-1.223523244101102421e+02
4.761798730428213133e+01,-1.223521562509390606e+02
4.761272811682044193e+01,-1.223416047589330304e+02
4.761284315796292788e+01,-1.223414667308384054e+02
4.761625080844068947e+01,-1.223475628575102689e+02
4.761636316041354178e+01,-1.223474202719021804e+02
4.761790727331640483e+01,-1.223503712811387629e+02
4.761801872821259707e+01,-1.223502271736364264e+02
4.761746189335021029e+01,-1.223476597009113220e+02
4.761757188441032440e+01,-1.223474638313244327e+02
4.761405612355139993e+01,-1.223398842440392968e+02
4.761416938006303923e+01,-1.223397431953413275e+02
4.761481566643892904e+01,-1.223411997832784834e+02
4.761494039048331217e+01,-1.223410411707996275e+02
4.761815062839879431e+01,-1.223468111987784823e+02
4.761831172680872726e+01,-1.223467586624122561e+02
4.761296761147811907e+01,-1.223516819418430543e+02
4.761460010903476814e+01,-1.223545005665714029e+02
4.761320771461788581e+01,-1.223491592751412611e+02
4.761311776939672313e+01,-1.223490009211267306e+02
4.761652204771218067e+01,-1.223448993272924668e+02
4.761641581792819977e+01,-1.223447135464020761e+02
4.761818599328053381e+01,-1.223556585136126955e+02
4.761806395046707507e+01,-1.223554823767766635e+02
4.761313522744515581e+01,-1.223469578020227573e+02
4.761302494774243144e+01,-1.223468418924882712e+02
4.761172794141692322e+01,-1.223464739755626169e+02
4.761300041114681392e+01,-1.223448168047159470e+02
4.761292254787491629e+01,-1.223446912972190432e+02
4.761433162301672439e+01,-1.223431004466702348e+02
4.761425835653732008e+01,-1.223429582134133682e+02
4.761487143961775814e+01,-1.223519600369541820e+02
4.761477550823397564e+01,-1.223518040331966716e+02
4.761621189072162963e+01,-1.223502473827020935e+02
4.761608616778427461e+01,-1.223500867933140057e+02
4.761674142200860160e+01,-1.223512104421562583e+02
4.761663318040054094e+01,-1.223510272633144922e+02
4.761233829039299792e+01,-1.223488747433545427e+02
4.761245895439529363e+01,-1.223487831671158688e+02
4.761299908539731263e+01,-1.223499916844431255e+02
4.761312815640299334e+01,-1.223499266033958293e+02
4.761424350112235970e+01,-1.223517945578290238e+02
4.761534671348714198e+01,-1.223536730123645384e+02
4.761220955267211252e+01,-1.223435437879973620e+02
4.761213066856571174e+01,-1.223434196020585034e+02
4.761431849288683793e+01,-1.223510370448491074e+02
4.761829175750703769e+01,-1.223458943463910771e+02
4.761819147647942430e+01,-1.223457223102788021e+02
4.761147666928737010e+01,-1.223422404394300429e+02
4.761138668401942198e+01,-1.223420821400385705e+02
4.761347030299543803e+01,-1.223396510516052444e+02
4.761338367841788255e+01,-1.223395045581404759e+02
4.761411105150621381e+01,-1.223388223681851343e+02
4.761507347870741569e+01,-1.223483714500064536e+02
4.761500289676114051e+01,-1.223482365304629695e+02
4.761641417559317802e+01,-1.223466727547264554e+02
4.760973150727949132e+01,-1.223428960443226572e+02
4.760981336468921654e+01,-1.223427450160572505e+02
4.761303517121259432e+01,-1.223480788861141662e+02
4.761810238762734571e+01,-1.223563343092502294e+02
4.761293700933048711e+01,-1.223459568866703222e+02
4.761306442044139686e+01,-1.223458028221612608e+02
4.761370955843892716e+01,-1.223472573677817223e+02
4.761382901720621419e+01,-1.223471082945676471e+02
4.761492840066202348e+01,-1.223493057958090873e+02
4.761504370449117118e+01,-1.223491620471657768e+02
4.761809231397684528e+01,-1.223546823798352250e+02
4.761828817947301218e+01,-1.223546629079292813e+02
4.761127593274520109e+01,-1.223411828263074028e+02
4.761140567273297108e+01,-1.223410203899002511e+02
4.761356030463156941e+01,-1.223450271624694921e+02
